ID,OrgKey,MissionRunId,PoiId,Timestamp,Latitude,Longitude,ReviewStatus,DeletedTimestamp,Heading,RobotKey,ReviewedTimestamp,ReviewedUser,ExpectedImages,ReviewOpenTimestamp,ReviewPriority
be44e3630cf14b50a07d1fed083954d5,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60034500° E,OPEN,,178,coco-59,,,"[""left""]","5 March, 2026, 12:56",2
078f2843d0364ac4a3d9cc5cd4320c6c,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:56",46.53197000° N,6.60031200° E,OPEN,,275,coco-59,,,"[""front""]","5 March, 2026, 12:56",1
d86efae0818b44668eef0cb38f465ad4,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60031200° E,OPEN,,275,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:56",2
38cb7f330fc9408491a48f363ae47171,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60031200° E,OPEN,,95,coco-59,,,"[""back""]","5 March, 2026, 12:56",2
5ea64f35d2674f22b10fb95c5c461003,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60031200° E,OPEN,,5,coco-59,,,"[""right""]","5 March, 2026, 12:56",2
4d0934a050b54280b9d950482e547fa9,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60031200° E,OPEN,,185,coco-59,,,"[""left""]","5 March, 2026, 12:56",2
04981555861f47f09ceafd1aada70941,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60028300° E,OPEN,,274,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:56",2
540820bcae604a93a53f08d655a4fdef,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60028300° E,OPEN,,94,coco-59,,,"[""back""]","5 March, 2026, 12:56",2
d0b52c4370104b07885595b6db4f1474,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60028300° E,OPEN,,4,coco-59,,,"[""right""]","5 March, 2026, 12:56",2
f3de24a9e97c4559994733922c4ec07b,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60028300° E,OPEN,,184,coco-59,,,"[""left""]","5 March, 2026, 12:56",2
b61d7e440bdb4b588621c94ffe777808,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:56",46.53197000° N,6.60028200° E,OPEN,,184,coco-59,,,"[""left""]","5 March, 2026, 12:56",1
7f21ec4d69a84b19a272825bf4ce5168,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:56",46.53197000° N,6.60028500° E,OPEN,,272,coco-59,,,"[""front""]","5 March, 2026, 12:57",1
674328b7b7104420941a44e34375a2ba,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60028600° E,OPEN,,270,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:57",2
a9cbcdf3b468495794c284543a182873,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60028600° E,OPEN,,90,coco-59,,,"[""back""]","5 March, 2026, 12:57",2
42a286f560bd48c5b02fb8c722e7b5d0,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60028600° E,OPEN,,0,coco-59,,,"[""right""]","5 March, 2026, 12:57",2
f105b96c963642be99e8d96598cbb3b7,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:56",46.53197000° N,6.60028600° E,OPEN,,180,coco-59,,,"[""left""]","5 March, 2026, 12:57",2
ab925dd3494448fcb3d08ea1a851a747,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197100° N,6.60031600° E,OPEN,,274,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:57",2
371bf40381914eaf8f30d1631aca1ab9,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197100° N,6.60031600° E,OPEN,,94,coco-59,,,"[""back""]","5 March, 2026, 12:57",2
f3cd5687c6b941ac8fc421a4f45f23c7,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197100° N,6.60031600° E,OPEN,,4,coco-59,,,"[""right""]","5 March, 2026, 12:57",2
44279565a4f3459da5e1afc3d783c5ef,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197100° N,6.60031600° E,OPEN,,184,coco-59,,,"[""left""]","5 March, 2026, 12:57",2
3e1c1609b07b4d5fbf8ffdfde12c034c,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:57",46.53197100° N,6.60034200° E,OPEN,,104,coco-59,,,"[""back""]","5 March, 2026, 12:57",1
738d187488dc44049db2e3fd8f3227c4,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197000° N,6.60034300° E,OPEN,,282,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:57",2
3353bf5a283b428a889b7d64aa4b6fc2,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197000° N,6.60034300° E,OPEN,,102,coco-59,,,"[""back""]","5 March, 2026, 12:57",2
eeba7b1133944ad3838ca491984be1c3,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197000° N,6.60034300° E,OPEN,,12,coco-59,,,"[""right""]","5 March, 2026, 12:57",2
dd4bec7f68ae4fd8ad9df773457a0d13,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197000° N,6.60034300° E,OPEN,,192,coco-59,,,"[""left""]","5 March, 2026, 12:57",2
d858cd150085427c9c2fb1f6292d4daa,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197100° N,6.60034400° E,OPEN,,298,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:57",2
5581d5c3b2ef4f8cbc18160b5c46382e,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197100° N,6.60034400° E,OPEN,,118,coco-59,,,"[""back""]","5 March, 2026, 12:57",2
375ba22c31754985a0c3ad616c094dc5,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197100° N,6.60034400° E,OPEN,,28,coco-59,,,"[""right""]","5 March, 2026, 12:57",2
5dca5adbff8044f4ba93692ff9477975,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197100° N,6.60034400° E,OPEN,,208,coco-59,,,"[""left""]","5 March, 2026, 12:57",2
18997ed55df240caa9336eef1cc114de,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:57",46.53197100° N,6.60034400° E,OPEN,,206,coco-59,,,"[""left""]","5 March, 2026, 12:57",1
db374be33c7a4643a264c0c4b07972d4,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:57",46.53197000° N,6.60034600° E,OPEN,,283,coco-59,,,"[""front""]","5 March, 2026, 12:57",1
d30febb793d347dbac48072cb46cdfbe,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:57",46.53197000° N,6.60034500° E,OPEN,,12,coco-59,,,"[""right""]","5 March, 2026, 12:57",1
08e5e9b52c4341b5ba93d4e373e81468,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197000° N,6.60034500° E,OPEN,,282,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:57",2
c077a367d28946fca6da466b387aea18,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197000° N,6.60034500° E,OPEN,,102,coco-59,,,"[""back""]","5 March, 2026, 12:57",2
f1532b1bf6bc480e9e64f0f3d07c32c0,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197000° N,6.60034500° E,OPEN,,12,coco-59,,,"[""right""]","5 March, 2026, 12:57",2
a219c91ee5424bfa8faa71947112bd13,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53197000° N,6.60034500° E,OPEN,,192,coco-59,,,"[""left""]","5 March, 2026, 12:57",2
6b00c355c5114f16a946547847e00e4c,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196900° N,6.60035900° E,OPEN,,277,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:58",2
fd70adabf50b43949b03c042bba57f6b,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196900° N,6.60035900° E,OPEN,,97,coco-59,,,"[""back""]","5 March, 2026, 12:58",2
8d2e2fc3d56a47479ba7e1dd991ee953,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196900° N,6.60035900° E,OPEN,,7,coco-59,,,"[""right""]","5 March, 2026, 12:58",2
9bfb6192918e4c4b84a5cf567dc44c12,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196900° N,6.60035900° E,OPEN,,187,coco-59,,,"[""left""]","5 March, 2026, 12:58",2
18bbcb26c1114adaa63ea0262517b95a,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:57",46.53196900° N,6.60034800° E,OPEN,,179,coco-59,,,"[""left""]","5 March, 2026, 12:58",1
c42707ae48ac43b8b56fc89872bbdbf2,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196700° N,6.60032800° E,OPEN,,277,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:58",2
b8a714d86b8f4320b5dbd7123ac80969,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196700° N,6.60032800° E,OPEN,,97,coco-59,,,"[""back""]","5 March, 2026, 12:58",2
d573557e734a487180a77f438e024a16,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196700° N,6.60032800° E,OPEN,,7,coco-59,,,"[""right""]","5 March, 2026, 12:58",2
28ddd188265b405e89fac5f2fb2208de,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196700° N,6.60032800° E,OPEN,,187,coco-59,,,"[""left""]","5 March, 2026, 12:58",2
5483d397002641df959b11823935aaee,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:57",46.53196700° N,6.60032800° E,OPEN,,274,coco-59,,,"[""front""]","5 March, 2026, 12:58",1
a5b4809422664ce98aed05d87fb64cc2,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196800° N,6.60029400° E,OPEN,,277,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:58",2
05d4d89d04c64a429e8f8b6ce63db060,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196800° N,6.60029400° E,OPEN,,97,coco-59,,,"[""back""]","5 March, 2026, 12:58",2
ecc21f94ddfe46ae916f4ecc82591d52,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196800° N,6.60029400° E,OPEN,,7,coco-59,,,"[""right""]","5 March, 2026, 12:58",2
1c44cbe36fa24b57b77f78ae7c45474c,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:57",46.53196800° N,6.60029400° E,OPEN,,187,coco-59,,,"[""left""]","5 March, 2026, 12:58",2
02e903d139804b5291b44f8aa5cf87b4,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60028200° E,OPEN,,292,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:58",2
9e8576ed6c1f48aa936df6c4cb316eb1,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60028200° E,OPEN,,112,coco-59,,,"[""back""]","5 March, 2026, 12:58",2
4e2241c139e643e7abe0166e8e027287,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60028200° E,OPEN,,22,coco-59,,,"[""right""]","5 March, 2026, 12:58",2
32037bc8c77e4d178b165e910859f53f,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60028200° E,OPEN,,202,coco-59,,,"[""left""]","5 March, 2026, 12:58",2
4a23d0b5148a4241990028c9a44660e6,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60028200° E,OPEN,,291,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:58",2
bcca5ac45b414d759251b84f0637030b,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60028200° E,OPEN,,111,coco-59,,,"[""back""]","5 March, 2026, 12:58",2
69902e4468c749299cd08692b323a712,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60028200° E,OPEN,,21,coco-59,,,"[""right""]","5 March, 2026, 12:58",2
e23cab7831f64b71b4c064607a4acaba,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60028200° E,OPEN,,201,coco-59,,,"[""left""]","5 March, 2026, 12:58",2
4bfce89d9ae44d8e8ebc3c07590b2de1,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:58",46.53196900° N,6.60028200° E,OPEN,,201,coco-59,,,"[""left""]","5 March, 2026, 12:58",1
df5dd2fe764646dca5c315efe2045b69,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:58",46.53196700° N,6.60030900° E,OPEN,,242,coco-59,,,"[""front""]","5 March, 2026, 12:58",1
d9e29a59bec54332ad54a9905638be93,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:58",46.53196900° N,6.60036300° E,OPEN,,11,coco-59,,,"[""right""]","5 March, 2026, 12:58",1
b2352c5a219f45ff8b985885d9923517,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60035700° E,OPEN,,273,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:58",2
eea90f0567034fde8d8399e218737a29,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60035700° E,OPEN,,93,coco-59,,,"[""back""]","5 March, 2026, 12:58",2
6cd7d70fcf3444819b18d40c5e5973d4,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60035700° E,OPEN,,3,coco-59,,,"[""right""]","5 March, 2026, 12:58",2
76f5bc9b565d47729577768897131c76,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60035700° E,OPEN,,183,coco-59,,,"[""left""]","5 March, 2026, 12:58",2
42e4b4a2ad1a4507b9b6e5ec2aef2be5,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53197000° N,6.60033100° E,OPEN,,269,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:59",2
3861e57b6a7c43208247785a802cfbb4,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53197000° N,6.60033100° E,OPEN,,89,coco-59,,,"[""back""]","5 March, 2026, 12:58",2
4dd4100f3a834db2b98ea6e88f78e5c1,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53197000° N,6.60033100° E,OPEN,,359,coco-59,,,"[""right""]","5 March, 2026, 12:59",2
6fecddd8515b4a11be910c72ff1f5443,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53197000° N,6.60033100° E,OPEN,,179,coco-59,,,"[""left""]","5 March, 2026, 12:59",2
25db8cd80f4e494b9a23494980b90723,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:58",46.53196900° N,6.60031700° E,OPEN,,179,coco-59,,,"[""left""]","5 March, 2026, 12:59",1
664421766b704415911ce06fc20a1953,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60030500° E,OPEN,,271,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:59",2
9fca087e0f2547f3a3676f8e1473b3bb,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60030500° E,OPEN,,91,coco-59,,,"[""back""]","5 March, 2026, 12:59",2
e30ef9834ce840f8b09ed33be0abd016,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60030500° E,OPEN,,1,coco-59,,,"[""right""]","5 March, 2026, 12:59",2
bf846d486a474aaa88126f0bbe3d3060,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53196900° N,6.60030500° E,OPEN,,181,coco-59,,,"[""left""]","5 March, 2026, 12:59",2
b4904b7aa9ec4313b4bd8a5c674bd796,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:58",46.53197000° N,6.60028900° E,OPEN,,277,coco-59,,,"[""front""]","5 March, 2026, 12:59",1
8674989610104a1f93865c2fee7ef144,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53197000° N,6.60028900° E,OPEN,,277,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:59",2
85de2681cddf42bab4bff967215ca7a3,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53197000° N,6.60028900° E,OPEN,,97,coco-59,,,"[""back""]","5 March, 2026, 12:59",2
ea84280d9162431d9b3f370554a065b0,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53197000° N,6.60028900° E,OPEN,,7,coco-59,,,"[""right""]","5 March, 2026, 12:59",2
cc76712290b842f5b33a160fd7f98435,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:58",46.53197000° N,6.60028900° E,OPEN,,187,coco-59,,,"[""left""]","5 March, 2026, 12:59",2
39124e8e6ee247469bfa1eda38338a2e,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:58",46.53197000° N,6.60028900° E,OPEN,,80,coco-59,,,"[""back""]","5 March, 2026, 12:59",1
0744b989bdac4ff7aeced2fcae68962b,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:58",46.53196500° N,6.60029100° E,OPEN,,55,coco-59,,,"[""left""]","5 March, 2026, 12:59",1
b4eb7192e012436a92cb02195a724144,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:59",46.53196200° N,6.60029000° E,OPEN,,184,coco-59,,,"[""front""]","5 March, 2026, 12:59",1
eebb9298a52246eb83cf52c384dc0f4c,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53193300° N,6.60020600° E,OPEN,,249,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:59",2
a7207e04ad6e48318827b3b1ea356201,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53193300° N,6.60020600° E,OPEN,,69,coco-59,,,"[""back""]","5 March, 2026, 12:59",2
7e67c533928141c4bc8cb0a17cdbf08a,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53193300° N,6.60020600° E,OPEN,,339,coco-59,,,"[""right""]","5 March, 2026, 12:59",2
d302eb48819046eeabab163d1b000957,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53193300° N,6.60020600° E,OPEN,,159,coco-59,,,"[""left""]","5 March, 2026, 12:59",2
5032ce5744a24a8b8826ce6950ddcc85,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53192800° N,6.60018900° E,OPEN,,244,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:59",2
5d1f5501c76d426f810e173b4a3d6343,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53192800° N,6.60018900° E,OPEN,,64,coco-59,,,"[""back""]","5 March, 2026, 12:59",2
f1bcdb9486b040269c4daccb01bd115e,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53192800° N,6.60018900° E,OPEN,,334,coco-59,,,"[""right""]","5 March, 2026, 12:59",2
51e586dc2689474c9e4618646f0889b9,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53192800° N,6.60018900° E,OPEN,,154,coco-59,,,"[""left""]","5 March, 2026, 12:59",2
1e504d6f82374d28808e61a1a715fca8,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53192800° N,6.60018700° E,OPEN,,264,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 12:59",2
17dfb5fd1e4b4befa69949bcf58862eb,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53192800° N,6.60018700° E,OPEN,,84,coco-59,,,"[""back""]","5 March, 2026, 12:59",2
936f2a7d81e04784a272e3fa038a863c,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53192800° N,6.60018700° E,OPEN,,354,coco-59,,,"[""right""]","5 March, 2026, 12:59",2
03dd8b24cb0f478ca01da9b81a0b4a51,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 12:59",46.53192800° N,6.60018700° E,OPEN,,174,coco-59,,,"[""left""]","5 March, 2026, 12:59",2
43b02e0dc34c4305bc5402b6b213ca36,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:59",46.53192800° N,6.60018700° E,OPEN,,173,coco-59,,,"[""left""]","5 March, 2026, 12:59",1
195af8d89dbc4f828af5bb7a39fbab3f,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:59",46.53193300° N,6.60021100° E,OPEN,,251,coco-59,,,"[""front""]","5 March, 2026, 12:59",1
16f5548bcb484128b09704d30ab0697c,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:59",46.53193200° N,6.60020900° E,OPEN,,329,coco-59,,,"[""right""]","5 March, 2026, 12:59",1
6b49aa80d0844107a6629fbffd633ce6,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:59",46.53193300° N,6.60021100° E,OPEN,,54,coco-59,,,"[""back""]","5 March, 2026, 13:00",1
9ec02dca2b4149cd9bb3d4526206a06a,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:59",46.53193300° N,6.60021100° E,OPEN,,145,coco-59,,,"[""left""]","5 March, 2026, 13:00",1
65b3b2bdb41546d7851abb9890581d7e,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 12:59",46.53193200° N,6.60021100° E,OPEN,,235,coco-59,,,"[""front""]","5 March, 2026, 13:00",1
36c6ab1dfefe4cda8027c23e699e8f61,TEST,uLhtqXoA9PU-MrRuGixAu,continuous,"5 March, 2026, 13:00",46.53193200° N,6.60021100° E,OPEN,,324,coco-59,,,"[""right""]","5 March, 2026, 13:00",1
8c621ac8a98b4f21aa461579105c30f8,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 13:00",46.53193300° N,6.60021000° E,OPEN,,268,coco-59,,,"[""front"" ""thermal""]","5 March, 2026, 13:00",2
d9ebb26e2d93474ead8071283c58a72e,TEST,uLhtqXoA9PU-MrRuGixAu,,"5 March, 2026, 13:00",46.53193300° N,6.60021000° E,OPEN,,88,coco-59,,,"[""back""]","5 March, 2026, 13:00",2
